"A"	"B"	"Neither"	"A.Not.B"	"B.Not.A"	"Both"	"or"	"pval"	"logor"	"nlp"	"adjp"
"ABL1"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"TP53"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr22gain"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDKN2A"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDKN2A"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(16;16)"	"WT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr17loss"	"CSF1R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ETV6"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"PHF6"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RAD21"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"JAK2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"TET2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"NRAS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7loss"	"CSF1R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5qdel"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr13gain"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SF1"	"TP53"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"WT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"FLT3"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATM"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"TBL1XR1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SF3B1"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(15;17)"	"TP53"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ASXL1"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5qdel"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDH2"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ABL1"	"BRAF"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"NOTCH1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"t(8;21)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr17loss"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYCN"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NOTCH1"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ASXL1"	"FBXW7"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SF3B1"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"POT1"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"DNMT3A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"FLT3"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SRSF2"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SETBP1"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"U2AF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"WT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FLT3"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"t(8;21)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PHF6"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr8gain"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SMC1A"	"WT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCOR"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ABL1"	"BRINP3"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"NRAS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(16;16)"	"TBL1XR1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KRAS"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DNMT3A"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRPF40B"	"t(8;21)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr11qdel"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF3R"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ASXL1"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTPN11"	"t(8;21)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"CBL"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"RAD21"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ETV6"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"U2AF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NRAS"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDKN2A"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ABL1"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"U2AF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"U2AF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCOR"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"POT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(11;19)"	"t(8;21)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr22gain"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"EZH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATM"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BIRC3"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYCN"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NOTCH2"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DNMT3A"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"POT1"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"NF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDKN2A"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"NRAS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ABL1"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr22gain"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"CDH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr13gain"	"FBXW7"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5qdel"	"FBXW7"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"FLT3"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"STAG2"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BIRC3"	"BRINP3"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"SRSF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRPF40B"	"SF3B1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDH2"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr17loss"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"NPM1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"MYC"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"PHF6"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RIT1"	"U2AF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATM"	"chr7qdel"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATM"	"FBXW7"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RUNX1"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"NOTCH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"KRAS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"MYCN"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CBL"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"IDH1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTPN11"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RIT1"	"t(8;21)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(15;17)"	"TET2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"POT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SETBP1"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"EZH2"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"KIT"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATM"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"EZH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDH1"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr22gain"	"chr7qdel"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRPF40B"	"TP53"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"KRAS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTPN11"	"ZRSR2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"NRAS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5loss"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DNMT3A"	"FBXW7"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRPF40B"	"WT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr17loss"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDKN2A"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr22gain"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PHF6"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATM"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"RUNX1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RIT1"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"IDH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"TET2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr13gain"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr21gain"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NF1"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RAD21"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NPM1"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr21gain"	"chr7qdel"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDH2"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"TBL1XR1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"TP53"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"KRAS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"PHF6"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYCN"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RIT1"	"U2AF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"chr8gain"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"SRSF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"RAD21"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDKN2A"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"TET2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5loss"	"CSF1R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"JAK2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTEN"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"EZH2"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5qdel"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5qdel"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"SETBP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"NOTCH1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5qdel"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"FBXW7"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"JAK2"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FLT3"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7loss"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDH2"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"TP53"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"WT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr21gain"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr8gain"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"IDH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ETV6"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ABL1"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SMC1A"	"TET2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NF1"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NPM1"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"IDH1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"EZH2"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(15;17)"	"U2AF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KRAS"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr13gain"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SMC1A"	"TP53"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDKN2A"	"chr7qdel"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr21gain"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTPN11"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"PTEN"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"DNMT3A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF3R"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KIT"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"CBL"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5qdel"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"FBXW7"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDH2"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"SRSF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTPN11"	"RUNX1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr13gain"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"MYCN"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FLT3"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"EZH2"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"JAK2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"RAD21"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NOTCH1"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"PHF6"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"MYC"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"POT1"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"JAK2"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ETV6"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5qdel"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"RAD21"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"NOTCH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDH2"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"chr7qdel"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"TET2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr17loss"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"U2AF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5qdel"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BIRC3"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(15;17)"	"ZRSR2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYC"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5qdel"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"ZRSR2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"TBL1XR1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"IDH1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FLT3"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"PTEN"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"t(8;21)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr13gain"	"CSF1R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ASXL1"	"chr7qdel"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"MYCN"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDH1"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"PTEN"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"SF3B1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"JAK2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ASXL1"	"BCORL1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"JAK2"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCOR"	"FBXW7"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr11qdel"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr17loss"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"MYC"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NOTCH2"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDH2"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"SRSF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"TP53"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr8gain"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTPN11"	"STAG2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"STAG2"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"POT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CBL"	"CSF1R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"inv(16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"CSF3R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"U2AF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PHF6"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RUNX1"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"TBL1XR1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCOR"	"chr7qdel"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ASXL1"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF3R"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"IDH1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr8gain"	"FBXW7"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"IDH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NRAS"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr13gain"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BIRC3"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ETV6"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"TET2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"KIT"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DNMT3A"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"POT1"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"PHF6"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCOR"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"TP53"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7loss"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr21gain"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ASXL1"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"chr8gain"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BIRC3"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"RAD21"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BIRC3"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDH2"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"MYC"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTPN11"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NOTCH1"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(11;19)"	"TET2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRPF40B"	"SETBP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"FBXW7"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"NOTCH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATM"	"BRAF"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NRAS"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
