A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
CDH2	ASXL1	158	1	23	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	NOTCH2	158	23	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	U2AF2	158	23	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	GATA2	158	23	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	RIT1	158	23	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	ABL1	158	23	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	BRINP3	158	23	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	PRPF40B	158	23	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	POT1	158	23	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	FBXW7	158	23	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	IL7R	158	23	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	SF1	158	23	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	t(16;16)	158	23	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	TP53	148	21	12	1	-0.768	1.000	1.000	Mutual exclusivity
NRAS	chr8gain	143	20	17	2	-0.250	1.000	1.000	Mutual exclusivity
CBL	RUNX1	166	3	13	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	RUNX1	166	3	13	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	RUNX1	166	3	13	0	<-3	1.000	1.000	Mutual exclusivity
NF1	SRSF2	159	9	14	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	inv(16)	159	14	9	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	BCORL1	169	2	11	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	BCORL1	169	2	11	0	<-3	1.000	1.000	Mutual exclusivity
TET2	BCOR	138	37	6	1	-0.686	1.000	1.000	Mutual exclusivity
CDH2	BCORL1	170	1	11	0	<-3	1.000	1.000	Mutual exclusivity
KIT	BIRC3	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	BIRC3	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	MYD88	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	MYD88	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	NOTCH2	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	NOTCH2	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	U2AF2	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	U2AF2	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	GATA2	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	GATA2	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	RIT1	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	RIT1	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	ABL1	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	ABL1	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	BRINP3	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	BRINP3	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	PRPF40B	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	PRPF40B	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	POT1	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	POT1	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	FBXW7	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	FBXW7	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	IL7R	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	IL7R	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	TBL1XR1	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	TBL1XR1	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	SF1	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	t(16;16)	170	11	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	NF1	118	55	6	3	0.101	1.000	1.000	Co-occurrence
NPM1	NF1	118	55	6	3	0.101	1.000	1.000	Co-occurrence
CDH2	PTPN11	173	1	8	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	PTPN11	173	1	8	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	PTPN11	173	1	8	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	PTPN11	173	1	8	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	PTPN11	173	1	8	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	PTPN11	173	1	8	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	RIT1	173	8	1	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	ABL1	173	8	1	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	BRINP3	173	8	1	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	PRPF40B	173	8	1	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	POT1	173	8	1	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	FBXW7	173	8	1	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	IL7R	173	8	1	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	TBL1XR1	173	8	1	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	SF1	173	8	1	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	t(16;16)	173	8	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	RUNX1	158	11	13	0	<-3	1.000	1.000	Mutual exclusivity
NF1	PTPN11	165	9	8	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	inv(16)	165	8	9	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	PTPN11	145	29	7	1	-0.485	1.000	1.000	Mutual exclusivity
IDH1	chr8gain	154	9	18	1	-0.073	1.000	1.000	Mutual exclusivity
STAG2	chr8gain	154	9	18	1	-0.073	1.000	1.000	Mutual exclusivity
FLT3	NRAS	98	62	14	8	-0.147	1.000	1.000	Mutual exclusivity
ETV6	WT1	165	5	12	0	<-3	1.000	1.000	Mutual exclusivity
WT1	inv(16)	161	12	9	0	<-3	1.000	1.000	Mutual exclusivity
KIT	WT1	159	11	12	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	TP53	147	22	12	1	-0.845	1.000	1.000	Mutual exclusivity
RUNX1	inv(16)	160	13	9	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	KRAS	150	22	9	1	-0.401	1.000	1.000	Mutual exclusivity
CSF3R	chr8gain	161	2	19	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	chr8gain	161	2	19	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	chr8gain	161	2	19	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	inv(16)	167	6	9	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	inv(16)	167	6	9	0	<-3	1.000	1.000	Mutual exclusivity
MYC	NF1	168	5	9	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	inv(16)	168	5	9	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	inv(16)	168	5	9	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	inv(16)	168	5	9	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	NF1	152	21	8	1	-0.144	1.000	1.000	Mutual exclusivity
IDH2	chr5qdel	147	29	5	1	0.020	1.000	1.000	Co-occurrence
ASXL1	NF1	151	22	8	1	-0.221	1.000	1.000	Mutual exclusivity
ASXL1	inv(16)	151	22	8	1	-0.221	1.000	1.000	Mutual exclusivity
NF1	chr8gain	155	8	18	1	0.106	1.000	1.000	Co-occurrence
IDH2	NRAS	133	27	19	3	-0.363	1.000	1.000	Mutual exclusivity
ATM	inv(16)	166	7	9	0	<-3	1.000	1.000	Mutual exclusivity
