A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
NRAS	IL7R	159	22	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	TBL1XR1	159	22	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	SF1	159	22	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	t(16;16)	159	22	1	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	SMC1A	168	8	6	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	t(8;21)	168	8	6	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	chr21gain	168	8	6	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	IDH1	170	2	10	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	STAG2	170	2	10	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	MAP2K1	170	10	2	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	MAP2K1	170	10	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	SETBP1	170	10	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	KRAS	170	2	10	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	KRAS	170	2	10	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	PTEN	170	10	2	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	PTEN	170	10	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	CDKN2A	170	10	2	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	CDKN2A	170	10	2	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	CDKN2A	170	10	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	t(15;17)	170	10	2	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	t(15;17)	170	10	2	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	t(15;17)	170	10	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	chr11qdel	170	10	2	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	chr11qdel	170	10	2	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	chr11qdel	170	10	2	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	ETV6	120	57	4	1	-0.926	1.000	1.000	Mutual exclusivity
DNMT3A	EZH2	120	57	4	1	-0.926	1.000	1.000	Mutual exclusivity
SRSF2	KRAS	158	14	10	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	PTPN11	170	4	8	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	PTPN11	170	4	8	0	<-3	1.000	1.000	Mutual exclusivity
CBL	ATM	172	3	7	0	<-3	1.000	1.000	Mutual exclusivity
ATM	BRAF	172	7	3	0	<-3	1.000	1.000	Mutual exclusivity
ATM	U2AF1	172	7	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	PHF6	172	3	7	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	PHF6	172	3	7	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	PHF6	172	3	7	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	PHF6	172	3	7	0	<-3	1.000	1.000	Mutual exclusivity
ATM	HNRNPK	172	7	3	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	HNRNPK	172	7	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	BCOR	172	3	7	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	BCOR	172	3	7	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	BCOR	172	3	7	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	BCOR	172	3	7	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr22gain	172	7	3	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr22gain	172	7	3	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	chr22gain	172	7	3	0	<-3	1.000	1.000	Mutual exclusivity
ATM	t(11;19)	172	7	3	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	t(11;19)	172	7	3	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr5loss	172	7	3	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr5loss	172	7	3	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	chr5loss	172	7	3	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr13gain	172	7	3	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr13gain	172	7	3	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	chr13gain	172	7	3	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	ATM	165	10	7	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	ATM	165	10	7	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	PHF6	165	10	7	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	PHF6	165	10	7	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	BCOR	165	10	7	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	BCOR	165	10	7	0	<-3	1.000	1.000	Mutual exclusivity
CBL	MAP2K1	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	MAP2K1	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	MAP2K1	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	SETBP1	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	SETBP1	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	PTEN	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	PTEN	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	PTEN	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	PTEN	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	PTEN	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	CDKN2A	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	CDKN2A	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	CDKN2A	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	CDKN2A	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	CDKN2A	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	t(15;17)	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	t(15;17)	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	t(15;17)	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	t(15;17)	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	t(15;17)	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	t(15;17)	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr11qdel	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	chr11qdel	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	chr11qdel	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	chr11qdel	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	chr11qdel	177	3	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	SMC1A	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	SMC1A	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	SMC1A	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	SMC1A	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	SMC1A	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
CBL	t(8;21)	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	t(8;21)	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	t(8;21)	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	t(8;21)	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	t(8;21)	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	chr22gain	173	6	3	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr22gain	173	6	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr5qdel	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	chr5qdel	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	chr5qdel	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	chr5qdel	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	chr5qdel	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	t(11;19)	173	6	3	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	t(11;19)	173	6	3	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	t(11;19)	173	6	3	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	chr5loss	173	6	3	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr5loss	173	6	3	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	chr13gain	173	6	3	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr13gain	173	6	3	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	chr13gain	173	6	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr21gain	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	chr21gain	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	chr21gain	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	chr21gain	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	chr21gain	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
t(11;19)	chr21gain	173	3	6	0	<-3	1.000	1.000	Mutual exclusivity
MYC	ATM	170	5	7	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	ATM	170	5	7	0	<-3	1.000	1.000	Mutual exclusivity
ATM	EZH2	170	7	5	0	<-3	1.000	1.000	Mutual exclusivity
ATM	RAD21	170	7	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	PHF6	170	5	7	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	PHF6	170	5	7	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	PHF6	170	5	7	0	<-3	1.000	1.000	Mutual exclusivity
ATM	ZRSR2	170	7	5	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	ZRSR2	170	7	5	0	<-3	1.000	1.000	Mutual exclusivity
ATM	JAK2	170	7	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	BCOR	170	5	7	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	BCOR	170	5	7	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	BCOR	170	5	7	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	BCOR	170	5	7	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	BCOR	170	5	7	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	BCOR	170	5	7	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	MYC	155	22	5	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	EZH2	155	22	5	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	ZRSR2	155	22	5	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	JAK2	155	22	5	0	<-3	1.000	1.000	Mutual exclusivity
WT1	SMC1A	164	12	6	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr5qdel	164	12	6	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr21gain	164	12	6	0	<-3	1.000	1.000	Mutual exclusivity
WT1	SF3B1	166	12	4	0	<-3	1.000	1.000	Mutual exclusivity
WT1	CSF1R	166	12	4	0	<-3	1.000	1.000	Mutual exclusivity
WT1	NOTCH1	166	12	4	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr17loss	166	12	4	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr7loss	166	12	4	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr7qdel	166	12	4	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	CDH2	151	30	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	NOTCH2	151	30	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	U2AF2	151	30	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	GATA2	151	30	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	RIT1	151	30	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	ABL1	151	30	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	BRINP3	151	30	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	PRPF40B	151	30	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	POT1	151	30	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	FBXW7	151	30	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	IL7R	151	30	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	TBL1XR1	151	30	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	SF1	151	30	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	t(16;16)	151	30	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	SMC1A	165	11	6	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	SMC1A	165	11	6	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	chr5qdel	165	11	6	0	<-3	1.000	1.000	Mutual exclusivity
KIT	chr21gain	165	11	6	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	chr21gain	165	11	6	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	BRAF	122	57	2	1	0.098	1.000	1.000	Co-occurrence
DNMT3A	HNRNPK	122	57	2	1	0.098	1.000	1.000	Co-occurrence
DNMT3A	chr5loss	122	57	2	1	0.098	1.000	1.000	Co-occurrence
DNMT3A	chr13gain	122	57	2	1	0.098	1.000	1.000	Co-occurrence
NPM1	chr13gain	122	57	2	1	0.098	1.000	1.000	Co-occurrence
CSF3R	SF3B1	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	SF3B1	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	SETBP1	176	4	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	CSF1R	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	CSF1R	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	CSF1R	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	NOTCH1	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	NOTCH1	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	NOTCH1	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	PTEN	176	4	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	PTEN	176	4	2	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	PTEN	176	4	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	CDKN2A	176	4	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	CDKN2A	176	4	2	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	CDKN2A	176	4	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	t(15;17)	176	4	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	t(15;17)	176	4	2	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	t(15;17)	176	4	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	chr17loss	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	chr17loss	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	chr17loss	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	chr17loss	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	chr17loss	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
t(15;17)	chr17loss	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr11qdel	176	4	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	chr11qdel	176	4	2	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	chr11qdel	176	4	2	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	chr11qdel	176	4	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	chr7loss	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	chr7loss	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	chr7loss	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	chr7loss	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	chr7loss	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
t(15;17)	chr7loss	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
chr11qdel	chr7loss	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	chr7qdel	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	chr7qdel	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	chr7qdel	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	chr7qdel	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	chr7qdel	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
t(15;17)	chr7qdel	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
chr11qdel	chr7qdel	176	2	4	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	WT1	169	1	12	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	chr8gain	157	6	19	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr8gain	157	6	19	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	chr5qdel	157	19	6	0	<-3	1.000	1.000	Mutual exclusivity
CBL	MYCN	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	BRAF	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	BRAF	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	U2AF1	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	U2AF1	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	U2AF1	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	HNRNPK	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	HNRNPK	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	HNRNPK	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	HNRNPK	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr22gain	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	chr22gain	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	chr22gain	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	chr22gain	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	chr22gain	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	t(11;19)	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	t(11;19)	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	t(11;19)	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	t(11;19)	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	t(11;19)	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	t(11;19)	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr5loss	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	chr5loss	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	chr5loss	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	chr5loss	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	chr5loss	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
t(11;19)	chr5loss	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr13gain	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	chr13gain	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	chr13gain	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	chr13gain	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	chr13gain	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
t(11;19)	chr13gain	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
chr5loss	chr13gain	176	3	3	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	BCOR	119	56	5	2	-0.234	1.000	1.000	Mutual exclusivity
NPM1	BCOR	119	56	5	2	-0.234	1.000	1.000	Mutual exclusivity
FLT3	SF3B1	109	69	3	1	-0.925	1.000	1.000	Mutual exclusivity
NF1	ATM	166	9	7	0	<-3	1.000	1.000	Mutual exclusivity
NF1	PHF6	166	9	7	0	<-3	1.000	1.000	Mutual exclusivity
NF1	BCOR	166	9	7	0	<-3	1.000	1.000	Mutual exclusivity
WT1	PHF6	163	12	7	0	<-3	1.000	1.000	Mutual exclusivity
WT1	BCOR	163	12	7	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	JAK2	154	23	5	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	MYC	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	ETV6	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	EZH2	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	BIRC3	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	BIRC3	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	BIRC3	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	MYD88	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	MYD88	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	MYD88	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	NOTCH2	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	NOTCH2	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	NOTCH2	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	U2AF2	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	U2AF2	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	U2AF2	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	RAD21	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	RAD21	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	RAD21	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	RAD21	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	RAD21	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	GATA2	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	GATA2	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	GATA2	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	GATA2	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	ZRSR2	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	ZRSR2	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	ZRSR2	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	ZRSR2	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	ZRSR2	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	ZRSR2	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	JAK2	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	JAK2	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	JAK2	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	JAK2	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	JAK2	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	JAK2	176	1	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	RIT1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	RIT1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	RIT1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	RIT1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	RIT1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	RIT1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	ABL1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	ABL1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	ABL1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	ABL1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	ABL1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	ABL1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	BRINP3	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	BRINP3	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	BRINP3	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	BRINP3	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	BRINP3	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	BRINP3	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	PRPF40B	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	PRPF40B	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	PRPF40B	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	PRPF40B	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	PRPF40B	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	PRPF40B	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	POT1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	POT1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	POT1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	POT1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	POT1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	FBXW7	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	FBXW7	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	FBXW7	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	FBXW7	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	FBXW7	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	FBXW7	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	IL7R	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	IL7R	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	IL7R	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	IL7R	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	IL7R	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	IL7R	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	TBL1XR1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	TBL1XR1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
